stop_id,stop_name,stop_lat,stop_lon,san_francisco,san_mateo,alameda
2,8th St & Portola Av,37.768814,-122.272992,0,0,1
3,8th St & Portola Av,37.768993,-122.272798,0,0,1
4,Ralph Appezzato Memorial Pkwy + 3rd St,37.779826,-122.28753,0,0,1
7,Aughinbaugh Way & Kofman Pkwy,37.741713,-122.250125,0,0,1
8,Aughinbaugh Way & Mecartney Rd,37.738745,-122.25214,0,0,1
9,Aughinbaugh Way & Mecartney Rd,37.738463,-122.25196,0,0,1
10,Aughinbaugh Way & Robert Davey Jr Dr,37.742485,-122.250108,0,0,1
11,Aughinbaugh Way & Robert Davey Jr Dr,37.742889,-122.249962,0,0,1
12,Aughinbaugh Way & The Lagoon,37.740936,-122.251036,0,0,1
13,Aughinbaugh Way & The Lagoon,37.740519,-122.251191,0,0,1
14,Blanding Av & Broadway,37.768581,-122.23377,0,0,1
15,Blanding Av & Broadway,37.768741,-122.233731,0,0,1
16,Broadway & Santa Clara Av,37.763731,-122.238062,0,0,1
17,Broadway & Tilden Way,37.76746,-122.235163,0,0,1
25,Challenger Dr & Atlantic Av,37.781464,-122.270789,0,0,1
26,Encinal Av & Alameda High School,37.76376,-122.246857,0,0,1
27,Encinal Av & Benton St,37.770259,-122.261727,0,0,1
28,Encinal Av & Chestnut St,37.766815,-122.253786,0,0,1
29,Encinal Av & Chestnut St,37.766745,-122.254144,0,0,1
30,Encinal Av & Fountain St,37.756696,-122.234717,0,0,1
31,Encinal Av & Grand St,37.768792,-122.258387,0,0,1
32,Encinal Av & Grand St,37.768609,-122.258366,0,0,1
33,Encinal Av & High St,37.756284,-122.234395,0,0,1
34,Encinal Av & Mound St,37.757911,-122.236708,0,0,1
35,Encinal Av & Mound St,37.757739,-122.236182,0,0,1
36,Encinal Av & Park Av,37.761733,-122.242684,0,0,1
37,Encinal Av & Park Av W,37.761881,-122.243208,0,0,1
38,Encinal Av & Paru St,37.76935,-122.260037,0,0,1
39,Encinal Av & Versailles Av,37.759236,-122.238676,0,0,1
40,Encinal Av & Walnut St (Alameda High School),37.764085,-122.247943,0,0,1
41,Fernside Blvd & Harvard Dr,37.765249,-122.229066,0,0,1
42,Fernside Blvd & Harvard Dr,37.765222,-122.228691,0,0,1
43,Fernside Blvd & High St,37.763479,-122.226523,0,0,1
44,Fernside Blvd & High St,37.763684,-122.226485,0,0,1
45,Fernside Blvd & San Jose Av (Lincoln Middle Sch.),37.752975,-122.231885,0,0,1
46,Fernside Blvd & Versailles Av,37.767139,-122.232216,0,0,1
47,Fernside Blvd & Versailles Av,37.766939,-122.232229,0,0,1
48,433 Grand St (Opp. Wood Middle School),37.761634,-122.262987,0,0,1
49,433 Grand St (Wood Middle School),37.761641,-122.262755,0,0,1
50,Grand St & Shoreline Dr,37.759748,-122.263841,0,0,1
51,Harbor Bay Pkwy & Ferry Terminal,37.736475,-122.256544,0,0,1
53,High St & Calhoun St,37.752869,-122.237795,0,0,1
54,High St & Encinal Av,37.756447,-122.233855,0,0,1
55,High St & Encinal Av,37.756372,-122.234126,0,0,1
56,High St & Fairview Av,37.76127,-122.228526,0,0,1
57,High St & Fairview Av,37.761541,-122.228403,0,0,1
58,High St & Otis Dr,37.752049,-122.238907,0,0,1
59,Otis Dr & High St,37.751927,-122.239189,0,0,1
60,High St & San Jose Av,37.755006,-122.235422,0,0,1
61,High St & San Jose Av,37.75524,-122.235377,0,0,1
62,High St & Santa Clara Av,37.758948,-122.231273,0,0,1
63,High St & Santa Clara Av,37.758946,-122.2311,0,0,1
64,High St & Sterling Av,37.757632,-122.232547,0,0,1
65,High St & Van Buren St,37.757684,-122.232666,0,0,1
66,Island Dr &  Park & Ride,37.744998,-122.237082,0,0,1
67,Island Dr & Clubhouse Memorial Rd,37.739487,-122.237961,0,0,1
68,Island Dr & Bayfarm Park & Ride Lot,37.745455,-122.236394,0,0,1
69,Lincoln Av & 5th St,37.77523,-122.282041,0,0,1
70,Lincoln Av & 5th St,37.775461,-122.282032,0,0,1
71,Lincoln Av & 6th St,37.775166,-122.279484,0,0,1
72,Lincoln Av & 6th St,37.775357,-122.279193,0,0,1
73,Lincoln Av & Webster St,37.775303,-122.277159,0,0,1
75,Maitland Dr & Flower Ln,37.735779,-122.23566,0,0,1
76,Maitland Dr & Island Dr,37.738697,-122.238062,0,0,1
77,1080 Marina Village Pkwy,37.785035,-122.27148,0,0,1
78,1201 Marina Village Pkwy,37.785994,-122.273287,0,0,1
79,1250 Marina Village Pkwy,37.787158,-122.274718,0,0,1
80,947 Marina Village Pkwy,37.784792,-122.271599,0,0,1
81,Challenger Dr & Marina Village Pkwy,37.782344,-122.271734,0,0,1
82,Marina Village Pkwy & Challenger Dr,37.782751,-122.271361,0,0,1
83,Marina Village Pkwy & Mariner Square Dr (N Jctn),37.787925,-122.276046,0,0,1
84,Marina Village Pkwy & Mariner Square Dr (N Jctn),37.78804,-122.275728,0,0,1
85,Marina Village Pkwy & Mariner Sq Loop,37.788309,-122.277502,0,0,1
86,Pacific Av & 4th St,37.776281,-122.285951,0,0,1
87,Mecartney Rd & Auburn Dr,37.736177,-122.241389,0,0,1
88,Mecartney Rd & Aughinbaugh Way,37.738101,-122.251855,0,0,1
89,Mecartney Rd & Baywalk Rd,37.737566,-122.249034,0,0,1
90,Mecartney Rd & Camellia Dr,37.735178,-122.237102,0,0,1
91,Mecartney Rd & Holly St,37.734979,-122.236912,0,0,1
92,Mecartney Rd & Ironwood Rd,37.73707,-122.245171,0,0,1
93,Mecartney Rd & Island Dr,37.73571,-122.23941,0,0,1
94,Mecartney Rd & Melrose Av,37.733814,-122.234449,0,0,1
95,Mecartney Rd & Sharon Rd,37.737884,-122.254372,0,0,1
96,Mecartney Rd & Sharon Rd,37.738027,-122.254562,0,0,1
97,Mecartney Rd & Verdemar Dr,37.736602,-122.24451,0,0,1
100,2217 Otis Dr,37.759356,-122.251237,0,0,1
102,Otis Dr & Broadway,37.755766,-122.245055,0,0,1
103,Otis Dr & Broadway,37.755348,-122.244517,0,0,1
106,Otis Dr & High St,37.751879,-122.238783,0,0,1
109,Otis Dr & Mound St,37.753353,-122.241165,0,0,1
110,Otis Dr & Park St,37.757162,-122.247974,0,0,1
111,Otis Dr & Park St,37.757812,-122.248661,0,0,1
112,Otis Dr & S Shore Ctr,37.75951,-122.251834,0,0,1
113,Otis Dr & Westline Dr,37.766071,-122.271104,0,0,1
116,Otis Dr & Willow St,37.760515,-122.253643,0,0,1
117,Pacific Av & 4th St,37.776512,-122.285647,0,0,1
119,Park St & Blanding Av,37.770456,-122.237469,0,0,1
121,Park St & Clement Av,37.769631,-122.238167,0,0,1
123,Park St & Otis Dr,37.75731,-122.248732,0,0,1
124,Park St & Otis Dr,37.757783,-122.248133,0,0,1
125,Park St & San Jose Av,37.760801,-122.245837,0,0,1
126,Park St & San Jose Av,37.760726,-122.245636,0,0,1
127,Robert Davey Jr Dr & Channing Way,37.743177,-122.248248,0,0,1
128,Robert Davey Jr Dr & Channing Way,37.742817,-122.247471,0,0,1
129,Robert Davey Jr Dr & Oyster Pond Rd,37.742661,-122.245268,0,0,1
130,Robert Davey Jr Dr & Oyster Pond Rd,37.742432,-122.245107,0,0,1
131,Robert Davey Jr Dr & Packet Landing Rd,37.743631,-122.239174,0,0,1
132,Robert Davey Jr Dr & Packet Landing Rd,37.744281,-122.239594,0,0,1
133,Robert Davey Jr Dr & Puddingstone Rd,37.743973,-122.243537,0,0,1
134,Robert Davey Jr Dr & Puddingstone Rd,37.744242,-122.242717,0,0,1
135,Santa Clara Av & 8th St,37.773159,-122.272867,0,0,1
136,Santa Clara Av & 8th St,37.773303,-122.272594,0,0,1
137,Santa Clara Av & 9th St,37.773245,-122.270845,0,0,1
138,Santa Clara Av & 9th St,37.77311,-122.270665,0,0,1
139,Santa Clara Av & Bay St,37.772879,-122.264772,0,0,1
140,Santa Clara Av & Bay St,37.773076,-122.26492,0,0,1
141,Santa Clara Av & Broadway,37.76368,-122.238582,0,0,1
142,Santa Clara Av & Caroline St,37.773022,-122.268217,0,0,1
143,Santa Clara Av & Chestnut St,37.769728,-122.251761,0,0,1
144,Santa Clara Av & Grand St,37.771552,-122.256026,0,0,1
145,Santa Clara Av & Grand St,37.771537,-122.256317,0,0,1
146,Santa Clara Av & Oak St,37.766038,-122.243794,0,0,1
147,Santa Clara Av & Park St,37.765284,-122.241692,0,0,1
148,Santa Clara Av & Park St,37.765368,-122.242085,0,0,1
149,Santa Clara Av & Stanton St,37.772773,-122.259788,0,0,1
150,Santa Clara Av & Stanton St,37.772913,-122.259887,0,0,1
151,Santa Clara Av & Walnut St,37.767192,-122.246334,0,0,1
152,Santa Clara Av & Webster St,37.773272,-122.276436,0,0,1
153,Santa Clara Av & Willow St,37.768483,-122.248904,0,0,1
154,2019 Shoreline Dr,37.757415,-122.258368,0,0,1
155,Shoreline Dr & Grand St,37.759281,-122.263768,0,0,1
156,Shoreline Dr & Kitty Hawk Rd,37.75815,-122.260725,0,0,1
158,Willow St & Shoreline Dr,37.757082,-122.256641,0,0,1
159,Alameda South Shore Center & Kohl's,37.758749,-122.253198,0,0,1
160,Alameda South Shore Center & Kohl's,37.758682,-122.252767,0,0,1
166,Webster St & Ralph Appezzato Memorial Pkwy,37.779082,-122.276692,0,0,1
167,Webster St & Buena Vista Av,37.777035,-122.276769,0,0,1
168,Webster St & Lincoln Av,37.775491,-122.276645,0,0,1
169,Webster St & Santa Clara Av,37.773067,-122.27689,0,0,1
170,Whitehall Pl & Willow St,37.759409,-122.254771,0,0,1
171,Whitehall Pl & Willow St,37.759534,-122.254834,0,0,1
172,Willow St & Franciscan Way,37.758264,-122.255749,0,0,1
173,Willow St & Franciscan Way,37.758376,-122.255875,0,0,1
174,Willow St & Shoreline Dr,37.757074,-122.25642,0,0,1
177,Encinal Av & Broadway,37.760315,-122.240544,0,0,1
178,Encinal Av & Broadway,37.760372,-122.240334,0,0,1
179,Park St & Buena Vista Av,37.767968,-122.23983,0,0,1
181,Park St & Santa Clara Av,37.765141,-122.24213,0,0,1
182,Park St & Santa Clara Av,37.765601,-122.241575,0,0,1
183,Park St & Encinal Av,37.762216,-122.244617,0,0,1
184,Park St & Encinal Av,37.762793,-122.24393,0,0,1
185,Webster St & Lincoln Av,37.774893,-122.276819,0,0,1
187,Mecartney Rd & Melrose Av,37.734077,-122.234656,0,0,1
188,Webster St & Santa Clara Av,37.773611,-122.276711,0,0,1
189,Alameda South Shore Center At Park St,37.756778,-122.249165,0,0,1
190,Alameda South Shore Center At Park St,37.757068,-122.249537,0,0,1
191,Encinal Av & Versailles Av,37.759358,-122.23858,0,0,1
192,Mecartney Rd & Island Dr,37.735499,-122.239517,0,0,1
193,Broadway & Blanding Av,37.76859,-122.234222,0,0,1
196,Central Av & Pacific Av,37.775694,-122.29115,0,0,1
198,Central Av & 3rd St,37.772764,-122.28871,0,0,1
201,Pacific Av & 3rd St,37.77633,-122.287726,0,0,1
203,Webster St & Atlantic Av,37.780202,-122.276366,0,0,1
204,Mecartney Rd & Belmont Place,37.735999,-122.241968,0,0,1
210,Webster St & Willie Stargell Av,37.78286,-122.27677,0,0,1
211,Webster St & Willie Stargell Av,37.783169,-122.276388,0,0,1
212,Mariner Sq Loop & Willie Stargell Av,37.785082,-122.278177,0,0,1
213,Bayside Common Condominiums,37.896314,-122.30815,0,0,1
219,Jackson St & 8th St,37.883455,-122.299981,0,0,1
221,956 Ohlone Av,37.885534,-122.301303,0,0,1
222,545 Pierce St,37.895813,-122.308122,0,0,1
223,Pierce St & Gateview Apts,37.893869,-122.307298,0,0,1
224,Pierce St & Gateview Apts,37.894086,-122.307189,0,0,1
227,San Pablo Av & Brighton Av,37.897137,-122.301025,0,0,1
228,San Pablo Av & Brighton Av,37.89651,-122.30109,0,0,1
229,San Pablo Av & Buchanan St,37.88807,-122.298112,0,0,1
230,San Pablo Av & Buchanan St,37.888096,-122.298404,0,0,1
231,San Pablo Av & Castro St,37.894286,-122.300376,0,0,1
232,San Pablo Av & Marin Av (Albany City Hall),37.886462,-122.29787,0,0,1
233,San Pablo Av & Marin Av (Albany City Hall),37.886486,-122.297604,0,0,1
234,San Pablo Av & Monroe St,37.884827,-122.297068,0,0,1
235,San Pablo Av & Monroe St,37.88441,-122.297213,0,0,1
237,Solano Av & Cornell Av,37.89039,-122.295871,0,0,1
238,Solano Av & Cornell Av,37.890527,-122.296019,0,0,1
239,Solano Av & Curtis St,37.890871,-122.287156,0,0,1
240,Solano Av & Kains Av,37.890379,-122.29832,0,0,1
241,Solano Av & Masonic Av,37.890503,-122.293296,0,0,1
242,Solano Av & Masonic Av,37.890693,-122.293479,0,0,1
243,Solano Av & Peralta Av,37.890955,-122.285239,0,0,1
244,Solano Av & Ramona Av,37.890748,-122.291328,0,0,1
245,Solano Av & Ramona Av,37.89064,-122.290928,0,0,1
246,Solano Av & Santa Fe Av,37.89075,-122.288925,0,0,1
247,Solano Av & Santa Fe Av,37.890863,-122.289194,0,0,1
248,Solano Av & Ventura Av,37.891078,-122.283153,0,0,1
249,San Pablo Av & Solano Av,37.889965,-122.299013,0,0,1
250,San Pablo Av & Portland Av,37.893336,-122.299808,0,0,1
251,Pierce St & Solano Av,37.888728,-122.305791,0,0,1
252,Ohlone Av & West End Way,37.88473,-122.305011,0,0,1
253,Red Oak Av & Kinkead Way,37.882933,-122.302906,0,0,1
254,Jackson St & Ohlone Av,37.885444,-122.30015,0,0,1
271,7th St & Anthony St,37.852285,-122.291609,0,0,1
272,7th St & Anthony St,37.85218,-122.291379,0,0,1
273,7th St & Grayson St,37.855413,-122.29261,0,0,1
274,7th St & Grayson St,37.855569,-122.29257,0,0,1
275,7th St & Heinz Av,37.853334,-122.291766,0,0,1
276,7th St & Parker St,37.858603,-122.293484,0,0,1
277,7th St & Parker St,37.858548,-122.293665,0,0,1
278,Addison St & Oxford St,37.871293,-122.266549,0,0,1
279,Adeline St & Alcatraz Av,37.849115,-122.271091,0,0,1
280,Adeline St & Alcatraz Av,37.84845,-122.271748,0,0,1
281,Adeline St & Ashby Av,37.855424,-122.268619,0,0,1
282,Adeline St & Ashby BART,37.852597,-122.27005,0,0,1
283,Adeline St & Ashby BART,37.852913,-122.269542,0,0,1
284,Adeline St & Fairview St,37.851003,-122.270477,0,0,1
285,Adeline St & Fairview St,37.850792,-122.270848,0,0,1
286,Adeline St & Oregon St,37.857758,-122.267728,0,0,1
287,Adeline St & Oregon St,37.85708,-122.268495,0,0,1
288,Adeline St & Russell St,37.855491,-122.269009,0,0,1
291,Alcatraz Av & Adeline St,37.848747,-122.27189,0,0,1
292,Alcatraz Av & Adeline St,37.848626,-122.271832,0,0,1
293,Alcatraz Av & California St,37.848147,-122.275523,0,0,1
294,Alcatraz Av & California St,37.848241,-122.275665,0,0,1
296,Alcatraz Av & Dover St,37.849124,-122.269135,0,0,1
297,Alcatraz Av & King St,37.848533,-122.273522,0,0,1
298,Alcatraz Av & King St,37.848397,-122.273719,0,0,1
299,Alcatraz Av & Sacramento St,37.847913,-122.277352,0,0,1
300,Alcatraz Av & Sacramento St,37.848001,-122.277582,0,0,1
301,Arlington Av & Boynton Av,37.90206,-122.276604,0,0,1
302,Arlington Av & Boynton Path,37.901973,-122.276365,0,0,1
303,Arlington Av & Indian Rock Path,37.892003,-122.27394,0,0,1
304,Arlington Av & Indian Rock Path,37.891989,-122.274206,0,0,1
305,Arlington Av & Mendocino Path,37.893107,-122.274635,0,0,1
306,Arlington Av & Mendocino Av,37.893232,-122.274834,0,0,1
307,Arlington Av & San Antonio Av,37.899122,-122.277421,0,0,1
308,Arlington Av & San Fernando Av,37.898824,-122.276559,0,0,1
309,Arlington Av & San Luis Rd,37.90099,-122.276898,0,0,1
310,Arlington Av & San Luis Rd,37.900947,-122.277188,0,0,1
311,Arlington Av & Southampton Av,37.894409,-122.274719,0,0,1
312,Arlington Av & Thousand Oaks Blvd,37.897379,-122.276286,0,0,1
313,Arlington Av & Thousand Oaks Blvd,37.897156,-122.275692,0,0,1
314,Arlington Av & Yosemite Rd,37.894957,-122.275264,0,0,1
315,Ashby Av & 7th St,37.851195,-122.290464,0,0,1
316,Ashby Av & Acton St,37.853162,-122.280972,0,0,1
317,Ashby Av & Acton St,37.853218,-122.281718,0,0,1
318,Ashby Av & Adeline St (Ashby BART),37.855121,-122.26847,0,0,1
319,Ashby Av & Adeline St (Ashby BART),37.854812,-122.268676,0,0,1
320,Ashby Av + California St,37.853585,-122.27721,0,0,1
321,Ashby Av + California St,37.853531,-122.276672,0,0,1
322,Ashby Av & Claremont Av,37.858092,-122.245764,0,0,1
323,Ashby Av & Claremont Av,37.857977,-122.245674,0,0,1
324,Ashby Av + Colby St,37.856395,-122.257616,0,0,1
325,Ashby Av & College Av,37.857013,-122.252661,0,0,1
326,Ashby Av & Deakin St,37.855868,-122.262621,0,0,1
327,Ashby Av & Deakin St,37.85579,-122.262173,0,0,1
328,Ashby Av & Domingo Av,37.858143,-122.244115,0,0,1
329,Ashby Av + Ellis St,37.85406,-122.273505,0,0,1
330,Ashby Av + Hillegass Av,37.856818,-122.255358,0,0,1
331,Ashby Av + Hillegass Av,37.856703,-122.255244,0,0,1
332,Ashby Av + King St,37.853892,-122.2739,0,0,1
333,Ashby Av + Mabel St,37.852739,-122.283454,0,0,1
334,Ashby Av + Mabel St,37.852758,-122.283986,0,0,1
335,Ashby Av + Martin Luther King Jr Way(Ashby BART Sa.),37.85442,-122.27092,0,0,1
336,Ashby Av + Martin Luther King Jr Way(Ashby BART Sa.),37.854256,-122.270609,0,0,1
337,Ashby Av & Piedmont Av,37.857621,-122.250896,0,0,1
338,Ashby Av & Piedmont Av,37.857766,-122.250981,0,0,1
339,Ashby Av & Pine Av,37.857906,-122.248704,0,0,1
340,Ashby Av & Pine Av,37.85784,-122.24821,0,0,1
341,Ashby Av + Regent St,37.856586,-122.25712,0,0,1
342,Ashby Av + Sacramento St,37.853207,-122.27923,0,0,1
343,Ashby Av + Sacramento St,37.853377,-122.27881,0,0,1
344,Ashby Av & San Pablo Av,37.85217,-122.286247,0,0,1
345,Ashby Av & San Pablo Av,37.85215,-122.287154,0,0,1
346,Ashby Av & Shattuck Av,37.855265,-122.266194,0,0,1
347,Ashby Av & Shattuck Av,37.855346,-122.266833,0,0,1
348,Ashby Av & Telegraph Av,37.856207,-122.260145,0,0,1
349,Ashby Av + Telegraph Av,37.85616,-122.259359,0,0,1
350,Ashby Av & Wheeler St,37.855588,-122.264836,0,0,1
351,Ashby Av & Wheeler St,37.855516,-122.264287,0,0,1
352,Avenida Dr + Campus Dr,37.882765,-122.252289,0,0,1
353,Avenida Dr + Queens Rd,37.883547,-122.251761,0,0,1
355,Bancroft Way & Dana St,37.868458,-122.261913,0,0,1
357,Belrose Av & Garber St,37.860992,-122.245777,0,0,1
358,Campus Dr + Del Mar Av,37.883805,-122.253042,0,0,1
359,Campus Dr + Glendale Av,37.885766,-122.254512,0,0,1
360,Campus Dr + Quail Av,37.886689,-122.254852,0,0,1
361,Campus Dr + Shasta Rd,37.887638,-122.254486,0,0,1
362,Cedar St & Acton St,37.87631,-122.285181,0,0,1
363,Cedar St & Acton St,37.876407,-122.285276,0,0,1
366,Cedar St & Cedar Rose Park,37.876165,-122.287701,0,0,1
368,Cedar St & Cornell Av,37.87548,-122.291647,0,0,1
369,Cedar St & Cornell Av,37.875636,-122.291355,0,0,1
370,Cedar St & Sacramento St,37.876695,-122.283023,0,0,1
371,Cedar St & San Pablo Av,37.875356,-122.293903,0,0,1
375,Claremont Av & Ashby Av,37.858197,-122.245345,0,0,1
376,Claremont Av & Ashby Av,37.85839,-122.244937,0,0,1
377,Claremont Av & Eton Av,37.852445,-122.249976,0,0,1
378,Claremont Av & Eton Ct,37.852177,-122.249954,0,0,1
379,Claremont Av & Hazel Rd,37.856285,-122.246638,0,0,1
380,Claremont Av & The Uplands,37.854324,-122.248245,0,0,1
381,Claremont Av & Webster St,37.856225,-122.246924,0,0,1
382,Claremont Av & Woolsey St,37.854115,-122.248625,0,0,1
383,Claremont Blvd & Garber St,37.860505,-122.245636,0,0,1
384,College Av & Ashby Av,37.857287,-122.252988,0,0,1
385,College Av & Ashby Av,37.856824,-122.253115,0,0,1
386,College Av & Derby St,37.861896,-122.253597,0,0,1
387,College Av & Derby St,37.862027,-122.253482,0,0,1
388,College Av & Haste St,37.866775,-122.254045,0,0,1
389,College Av & Haste St,37.866707,-122.2542,0,0,1
390,College Av & Parker St,37.864177,-122.253712,0,0,1
391,College Av & Russell St,37.858815,-122.253145,0,0,1
392,College Av & Russell St,37.858591,-122.253268,0,0,1
393,College Av & Webster St,37.855734,-122.252999,0,0,1
394,College Av & Webster St,37.856032,-122.252886,0,0,1
395,College Av & Woolsey St,37.853701,-122.252821,0,0,1
396,College Av & Woolsey St,37.854163,-122.252703,0,0,1
397,Colusa Av & Tacoma Av,37.893159,-122.28032,0,0,1
398,Colusa Av & Thousand Oaks Blvd,37.896677,-122.285409,0,0,1
399,Colusa Av & Thousand Oaks Blvd,37.89648,-122.28511,0,0,1
400,Colusa Av & Thousand Oaks School,37.892254,-122.28013,0,0,1
401,Colusa Av & Vincente Av,37.894565,-122.282379,0,0,1
402,Colusa Av & Vincente Av,37.894703,-122.28281,0,0,1
403,Colusa Av & Visalia Av,37.898634,-122.285649,0,0,1
404,Colusa Av & Visalia Av,37.898196,-122.285657,0,0,1
406,Derby St & Claremont Blvd,37.862529,-122.247097,0,0,1
407,Derby St & Claremont Blvd,37.862424,-122.247281,0,0,1
408,Durant Av & College Av,37.868302,-122.254628,0,0,1
411,Dwight Way & 7th St,37.860206,-122.293678,0,0,1
412,Dwight Way & 9th St,37.860614,-122.292147,0,0,1
413,Dwight Way & 9th St,37.860622,-122.291637,0,0,1
417,Dwight Way & Curtis St,37.861391,-122.28779,0,0,1
418,Dwight Way & Grant St,37.863141,-122.274268,0,0,1
419,Dwight Way & Grant St,37.862978,-122.274505,0,0,1
421,Dwight Way & Martin Luther King Jr Way,37.863372,-122.272396,0,0,1
422,Dwight Way & Martin Luther King Jr Way,37.863355,-122.271746,0,0,1
423,Dwight Way & Mathews St,37.86137,-122.287041,0,0,1
424,Dwight Way & Mc Gee Av,37.862852,-122.276508,0,0,1
425,Dwight Way & Mc Gee Av,37.862716,-122.276664,0,0,1
426,Dwight Way & Milvia St,37.863579,-122.270027,0,0,1
427,Dwight Way & Sacramento St,37.862292,-122.280934,0,0,1
428,Dwight Way & Sacramento St,37.862185,-122.280669,0,0,1
429,Dwight Way & San Pablo Av,37.861088,-122.289931,0,0,1
430,Dwight Way & San Pablo Av,37.861103,-122.289158,0,0,1
431,Dwight Way & Valley St,37.861877,-122.284008,0,0,1
432,Dwight Way & Valley St,37.861777,-122.283939,0,0,1
433,1151 Euclid Av,37.887576,-122.261317,0,0,1
434,1152 Euclid Av,37.887704,-122.261356,0,0,1
435,Euclid Av & Acacia Av,37.900977,-122.26766,0,0,1
436,Euclid Av & Acacia Av,37.900605,-122.26749,0,0,1
437,Euclid Av & Bayview Pl,37.884397,-122.262808,0,0,1
438,Euclid Av & Bayview Pl,37.884385,-122.262655,0,0,1
439,Euclid Av & Bret Harte Path,37.889915,-122.262462,0,0,1
440,Euclid Av & Bret Harte Path,37.889634,-122.262642,0,0,1
441,Euclid Av & Buena Vista Way,37.88062,-122.261486,0,0,1
442,Euclid Av & Cedar St,37.879592,-122.261108,0,0,1
443,Euclid Av & Cedar St,37.879198,-122.261095,0,0,1
444,Euclid Av & Codornices Park,37.883118,-122.261757,0,0,1
445,Euclid Av & Cragmont Av,37.890763,-122.263703,0,0,1
446,Euclid Av & Cragmont Av,37.890737,-122.264053,0,0,1
447,Euclid Av & Easter Way,37.892464,-122.265046,0,0,1
448,Euclid Av & Easter Way,37.892677,-122.264909,0,0,1
449,Euclid Av & Eunice St,37.886371,-122.262355,0,0,1
450,Euclid Av & Eunice St,37.886292,-122.262504,0,0,1
451,Euclid Av & Grizzly Peak Blvd,37.901841,-122.267612,0,0,1
452,Euclid Av & Grizzly Peak Blvd,37.901813,-122.267278,0,0,1
453,Euclid Av & Hawthorne Ter,37.881733,-122.261447,0,0,1
454,Euclid Av & Hearst Av,37.875327,-122.260245,0,0,1
455,Euclid Av & Hilgard Av,37.878556,-122.260832,0,0,1
456,Euclid Av & Le Conte Av,37.876848,-122.260455,0,0,1
457,Euclid Av & Marin Av,37.895055,-122.265001,0,0,1
458,Euclid Av & Marin Av,37.895091,-122.264483,0,0,1
459,Euclid Av & Poplar St,37.897656,-122.266888,0,0,1
460,Euclid Av & Poplar St,37.897245,-122.266589,0,0,1
461,Euclid Av & Regal Rd,37.893963,-122.263767,0,0,1
462,Euclid Av & Regal Rd,37.893977,-122.263926,0,0,1
463,Euclid Av & Ridge Rd,37.876208,-122.26045,0,0,1
464,Euclid Av & Rock Ln,37.896308,-122.265755,0,0,1
465,Euclid Av & Rock Ln,37.896051,-122.265961,0,0,1
466,Euclid Av & Rose Walk,37.883115,-122.261606,0,0,1
467,Euclid Av & Vine Ln,37.881227,-122.261517,0,0,1
468,Euclid Av & Virginia St,37.877541,-122.26073,0,0,1
469,Fairlawn Dr + Avenida Dr,37.883519,-122.250139,0,0,1
473,Gilman St & 7th St,37.87949,-122.300439,0,0,1
474,Gilman St & 8th St,37.879903,-122.299063,0,0,1
475,Gilman St & Cornell Av,37.881026,-122.293417,0,0,1
476,Gilman St & Cornell Av,37.880949,-122.293306,0,0,1
477,Gilman St & Curtis St,37.881348,-122.289874,0,0,1
478,Gilman St & Neilson St,37.88124,-122.288968,0,0,1
479,Gilman St & Ordway St,37.880554,-122.28654,0,0,1
480,Gilman St & Ordway St,37.880747,-122.286896,0,0,1
481,Gilman St & San Pablo Av,37.880325,-122.29622,0,0,1
482,Gilman St & Santa Fe Av,37.881396,-122.291021,0,0,1
483,Gilman St & Santa Fe Av,37.88149,-122.291109,0,0,1
484,1411 Grizzly Peak Blvd,37.884709,-122.248154,0,0,1
485,Grizzly Peak Blvd & Arcade Av,37.88691,-122.251084,0,0,1
486,Grizzly Peak Blvd & Arcade Av,37.887124,-122.251475,0,0,1
487,Grizzly Peak Blvd & Avenida Dr,37.884803,-122.248462,0,0,1
488,Grizzly Peak Blvd & Creston Rd (North-West Jctn),37.900846,-122.266422,0,0,1
489,Grizzly Peak Blvd & Creston Rd (South-East Jctn),37.892478,-122.256431,0,0,1
490,Grizzly Peak Blvd & Creston Rd (South-East Jctn),37.892599,-122.256447,0,0,1
491,Grizzly Peak Blvd & Creston Rd (North-West Jctn),37.900952,-122.266358,0,0,1
492,Grizzly Peak Blvd & Forest Ln,37.896729,-122.261209,0,0,1
493,Grizzly Peak Blvd & Forest Ln,37.896165,-122.260421,0,0,1
494,Grizzly Peak Blvd & Hill Rd,37.885762,-122.249285,0,0,1
495,Grizzly Peak Blvd & Hill Rd,37.885852,-122.249161,0,0,1
496,Grizzly Peak Blvd & Keeler Av,37.899189,-122.265099,0,0,1
497,Grizzly Peak Blvd & Keeler Av,37.899359,-122.265173,0,0,1
498,Grizzly Peak Blvd & Latham Ln,37.894138,-122.258264,0,0,1
499,Grizzly Peak Blvd & Latham Ln,37.894061,-122.258307,0,0,1
500,Grizzly Peak Blvd & Marin Av,37.896958,-122.261536,0,0,1
501,Grizzly Peak Blvd & Muir Way,37.891648,-122.255,0,0,1
502,Grizzly Peak Blvd + Senior Av,37.883035,-122.248959,0,0,1
503,Grizzly Peak Blvd & Shasta Rd,37.890339,-122.252263,0,0,1
504,Grizzly Peak Blvd & Shasta Rd,37.890497,-122.252576,0,0,1
505,Grizzly Peak Blvd & Stevenson Av,37.891532,-122.255019,0,0,1
506,Grizzly Peak Blvd & Sunset Ln,37.898046,-122.262039,0,0,1
